"customerkey","geographykey","fullname","gender","birthdate","yearlyincome","datefirstpurchase","city","state","region","postalcode"
24768,310,"JordanRoss","M","1979-04-13","40000.00","2022-04-23","Colma","California","United States","94014"
24769,310,"BrendanLal","M","1984-07-07","40000.00","2022-10-23","Colma","California","United States","94014"
24770,374,"IsaacWright","M","1979-05-13","60000.00","2022-08-02","Torrance","California","United States","90505"
24771,52,"SamuelHarris","M","1983-08-16","50000.00","2022-03-02","Langley","British Columbia","Canada","V3A 4R2"
24772,347,"GregRussell","M","1983-05-19","50000.00","2022-04-10","Novato","California","United States","94947"
24773,69,"GraceStewart","F","1976-12-20","70000.00","2022-04-16","Victoria","British Columbia","Canada","V8V"
24774,548,"XavierGonzales","M","1976-09-18","70000.00","2022-07-10","Salem","Oregon","United States","97301"
24775,310,"AlexandraAlexander","F","1977-06-25","70000.00","2023-01-27","Colma","California","United States","94014"
24776,361,"SamanthaPerry","F","1977-04-03","70000.00","2022-02-20","San Gabriel","California","United States","91776"
24777,355,"EricAdams","M","1982-01-30","70000.00","2022-02-12","Redwood City","California","United States","94063"
24778,52,"SeanBaker","M","1977-04-12","70000.00","2021-01-02","Langley","British Columbia","Canada","V3A 4R2"
24779,627,"MorganLee","F","1976-11-03","70000.00","2022-03-24","Marysville","Washington","United States","98270"
24780,631,"CourtneyHall","F","1977-01-17","70000.00","2022-03-07","Olympia","Washington","United States","98501"
24781,41,"CarmenGarcia","F","1983-10-19","50000.00","2021-01-04","Calgary","Alberta","Canada","T2P 2G8"
24782,300,"NicoleMorris","F","1977-08-06","60000.00","2022-08-04","Beverly Hills","California","United States","90210"
24783,307,"BarryRaman","M","1978-02-01","60000.00","2022-09-17","Chula Vista","California","United States","91910"
24784,335,"MeganKelly","F","1977-11-09","70000.00","2022-04-03","Lemon Grove","California","United States","91945"
24785,623,"CodyMorris","M","1981-02-24","40000.00","2022-09-18","Kirkland","Washington","United States","98033"
24786,60,"HaleyAdams","F","1981-01-20","40000.00","2021-01-16","Port Hammond","British Columbia","Canada","V6B 3P7"
24787,634,"AndreaWatson","F","1976-06-23","40000.00","2022-09-11","Redmond","Washington","United States","98052"
24788,614,"AshleyBennett","F","1976-03-31","40000.00","2022-09-15","Edmonds","Washington","United States","98020"
24789,300,"TamaraHu","F","1975-12-10","40000.00","2022-09-27","Beverly Hills","California","United States","90210"
24790,301,"RebekahNavarro","F","1981-08-02","40000.00","2022-09-12","Burbank","California","United States","91502"
24791,612,"TeresaOrtega","F","1975-11-22","40000.00","2022-09-17","Burien","Washington","United States","98168"
24792,310,"CliffordMalhotra","M","1976-04-15","40000.00","2022-09-28","Colma","California","United States","94014"
24793,336,"ColeMorgan","M","1976-01-04","40000.00","2022-10-15","Lincoln Acres","California","United States","91950"
24794,552,"CodySanchez","M","1975-04-02","60000.00","2022-10-17","W. Linn","Oregon","United States","97068"
24795,539,"AlexandraLewis","F","1980-11-18","60000.00","2022-10-17","Corvallis","Oregon","United States","97330"
24796,338,"JessicaSimmons","F","1975-05-19","60000.00","2022-10-03","Los Angeles","California","United States","90012"
24797,611,"DylanFlores","M","1975-05-05","60000.00","2022-10-08","Bremerton","Washington","United States","98312"
24798,609,"LawrenceMoreno","M","1974-11-24","60000.00","2022-10-10","Bellingham","Washington","United States","98225"
24799,308,"ByronSanz","M","1975-05-05","60000.00","2022-10-25","Citrus Heights","California","United States","95610"
24800,609,"EduardoYoung","M","1976-12-12","60000.00","2022-10-15","Bellingham","Washington","United States","98225"
24801,635,"ChaseBailey","M","1977-01-07","60000.00","2022-10-03","Renton","Washington","United States","98055"
24802,326,"TimothyAllen","M","1976-08-30","70000.00","2022-04-02","Grossmont","California","United States","91941"
24803,543,"AnnaDiaz","F","1979-09-20","40000.00","2022-05-25","Lebanon","Oregon","United States","97355"
24804,310,"TonyaRaji","F","1979-09-16","70000.00","2022-04-05","Colma","California","United States","94014"
24805,49,"DonnaLuo","F","1978-11-14","40000.00","2022-06-27","Cliffside","British Columbia","Canada","V8Y 1L1"
24806,299,"FaithRussell","F","1975-09-22","70000.00","2022-04-02","Berkeley","California","United States","94704"
24807,307,"AnneMoreno","F","1975-10-23","70000.00","2022-04-12","Chula Vista","California","United States","91910"
24808,334,"EricPerez","M","1975-10-23","70000.00","2022-04-07","Lakewood","California","United States","90712"
24809,348,"AlyssaMoore","F","1975-09-06","70000.00","2022-04-09","Oakland","California","United States","94611"
24810,360,"AlyssaRichardson","F","1972-08-15","50000.00","2022-10-26","San Francisco","California","United States","94109"
24811,325,"TrinityRamirez","F","1973-01-08","50000.00","2022-10-01","Glendale","California","United States","91203"
24812,307,"JohnathanSai","M","1972-02-15","80000.00","2022-06-03","Chula Vista","California","United States","91910"
24813,311,"ArmandoSchmidt","M","1972-04-19","80000.00","2022-04-13","Concord","California","United States","94519"
24814,614,"GabrielWashington","M","1971-10-30","60000.00","2022-11-03","Edmonds","Washington","United States","98020"
24815,307,"VictoriaClark","F","1971-12-12","70000.00","2022-04-09","Chula Vista","California","United States","91910"
24816,51,"LaurenPerry","F","1975-05-19","60000.00","2022-06-28","Langford","British Columbia","Canada","V9"
24817,66,"VictoriaRichardson","F","1986-04-06","60000.00","2021-01-17","Sooke","British Columbia","Canada","V0"
24818,612,"DianeRubio","F","1974-09-15","70000.00","2022-04-26","Burien","Washington","United States","98168"
24819,618,"JackShan","M","1980-08-12","70000.00","2022-04-14","Issaquah","Washington","United States","98027"
24820,627,"DavidClark","M","1980-10-08","70000.00","2022-02-04","Marysville","Washington","United States","98270"
24821,648,"MelissaAlexander","F","1975-03-19","70000.00","2022-07-22","Yakima","Washington","United States","98901"
24822,310,"PaigeCook","F","1974-09-08","70000.00","2022-08-07","Colma","California","United States","94014"
24823,310,"VincentZhao","M","1986-02-10","70000.00","2023-01-18","Colma","California","United States","94014"
24824,59,"AlexandriaWood","F","1971-03-08","40000.00","2021-01-15","Oak Bay","British Columbia","Canada","V8P"
24825,68,"ZoeSanders","F","1976-04-15","50000.00","2022-09-15","Vancouver","British Columbia","Canada","V7L 4J4"
24826,611,"RichardPowell","M","1971-02-22","50000.00","2022-07-10","Bremerton","Washington","United States","98312"
24827,331,"AlexanderMartinez","M","1970-12-08","50000.00","2022-04-07","La Jolla","California","United States","92806"
24828,299,"BrookeReed","F","1970-08-31","60000.00","2022-11-17","Berkeley","California","United States","94704"
24829,325,"EthanPatterson","M","1970-08-24","60000.00","2022-02-08","Glendale","California","United States","91203"
24830,612,"AlexandraCox","F","1971-03-08","60000.00","2022-04-13","Burien","Washington","United States","98168"
24831,383,"JacksonDiaz","M","1976-07-09","60000.00","2022-11-12","West Covina","California","United States","91791"
24832,55,"MorganMartin","F","1971-01-30","60000.00","2021-01-27","Newton","British Columbia","Canada","V2L3W8"
24833,199,"DeannaRuiz","F","1973-08-17","40000.00","2022-09-17","Paris","Seine (Paris)","France","75010"
24834,129,"BethanyJai","F","1979-03-03","40000.00","2022-04-27","Duesseldorf","Hessen","Germany","40434"
24835,243,"AngelMorgan","M","1979-10-24","40000.00","2022-11-10","Leeds","England","United Kingdom","LE18"
24836,208,"TaylorRobinson","F","1930-12-13","10000.00","2022-10-24","Saint Germain en Laye","Yveline","France","78100"
24837,147,"WyattLewis","M","1974-05-02","130000.00","2022-08-17","Hamburg","Hamburg","Germany","20354"
24838,162,"ElijahYoung","M","1968-05-22","130000.00","2022-09-19","Werne","Nordrhein-Westfalen","Germany","59368"
24839,123,"TamaraGoldberg","F","1961-12-15","120000.00","2022-01-29","Berlin","Hessen","Germany","12171"
24840,236,"MarcoSai","M","1973-06-06","120000.00","2022-12-11","Cheltenham","England","United Kingdom","GL50"
24841,215,"AndresJai","M","1966-11-01","90000.00","2022-12-17","Colombes","Hauts de Seine","France","92700"
24842,225,"MoniqueAlonso","F","1966-05-18","90000.00","2022-06-16","Orly","Val de Marne","France","94310"
24843,175,"BryantSubram","M","1960-10-22","130000.00","2022-09-21","Saarlouis","Saarland","Germany","66740"
24844,186,"MariaWard","F","1955-08-29","70000.00","2022-12-11","Dunkerque","Nord","France","59140"
24845,184,"TyroneJimenez","M","1955-11-13","70000.00","2022-10-03","Metz","Moselle","France","57000"
24846,142,"NaomiNavarro","F","1950-02-14","80000.00","2022-06-07","Bonn","Hamburg","Germany","53001"
24847,241,"TonyaNath","F","1950-01-15","130000.00","2022-06-17","Kirkby","England","United Kingdom","KB9"
24848,163,"JefferyZhou","M","1950-11-23","70000.00","2023-01-13","Berlin","Saarland","Germany","12171"
24849,224,"BriannaWard","F","1952-02-06","100000.00","2022-11-04","Tremblay-en-France","Seine Saint Denis","France","93290"
24850,177,"EmmanuelPerez","M","1951-12-30","120000.00","2022-09-07","Stuttgart","Saarland","Germany","70511"
24851,229,"LeslieOrtega","F","1951-12-06","130000.00","2022-07-10","Berks","England","United Kingdom","SL4 1RH"
24852,273,"CarlaMartinez","F","1951-07-03","170000.00","2022-06-24","Watford","England","United Kingdom","WA3"
24853,279,"MiguelLong","M","1959-10-02","80000.00","2022-08-17","York","England","United Kingdom","YO15"
24854,120,"EmmaJenkins","F","1959-09-12","110000.00","2022-07-06","Hof","Bayern","Germany","95010"
24855,133,"KayleeWright","F","1970-10-19","130000.00","2022-02-17","Kassel","Hessen","Germany","34117"
24856,176,"CandiceHuang","F","1959-08-11","130000.00","2022-10-09","Stuttgart","Saarland","Germany","70452"
24857,236,"AnnaHenderson","F","1965-04-16","130000.00","2022-06-29","Cheltenham","England","United Kingdom","GL50"
24858,243,"CalvinXie","M","1959-11-02","130000.00","2022-04-12","Leeds","England","United Kingdom","LE18"
24859,245,"CesarArun","M","1960-03-25","130000.00","2023-01-25","London","England","United Kingdom","E17 6JF"
24860,278,"DouglasGarcia","M","1960-04-10","170000.00","2022-06-16","York","England","United Kingdom","Y03 4TN"
24861,220,"EvelynVance","F","1958-10-05","90000.00","2022-10-28","Bobigny","Seine Saint Denis","France","93000"
24862,205,"TamaraZhou","F","1958-12-11","100000.00","2022-06-09","Lieusaint","Seine et Marne","France","77127"
24863,179,"WesleySun","M","1958-08-11","100000.00","2022-03-09","Saint Ouen","Charente-Maritime","France","17490"
24864,163,"JefferySun","M","1957-08-07","90000.00","2022-07-19","Berlin","Saarland","Germany","12171"
24865,261,"AshleyGriffin","F","1969-05-22","160000.00","2022-07-25","Newcastle upon Tyne","England","United Kingdom","NT20"
24866,193,"AlejandroNath","M","1962-02-07","80000.00","2022-03-09","Paris","Seine (Paris)","France","75003"
24867,134,"BethSuarez","F","1956-11-13","90000.00","2022-08-05","München","Hessen","Germany","80074"
24868,244,"DarrylHu","M","1957-03-21","130000.00","2022-07-17","London","England","United Kingdom","C2H 7AU"
24869,257,"MistyShock","M","1956-10-09","130000.00","2022-09-23","London","England","United Kingdom","W1Y 3RA"
24870,262,"TaylorMorgan","F","1956-09-10","150000.00","2022-07-12","Oxford","England","United Kingdom","OX1"
24871,226,"KelseyLuo","F","1961-05-20","90000.00","2022-07-14","Cergy","Val d'Oise","France","95000"
24872,204,"AlishaRaje","F","1961-09-29","90000.00","2022-03-15","Paris","Seine (Paris)","France","75019"
24873,173,"AlishaLi","F","1955-09-30","110000.00","2022-11-27","Poing","Saarland","Germany","66041"
24874,219,"WendyMoreno","F","1954-09-13","90000.00","2022-10-16","Suresnes","Hauts de Seine","France","92150"
24875,141,"DarrylZhang","M","1954-11-18","90000.00","2022-06-27","Berlin","Hamburg","Germany","14111"
24876,178,"JarrodSubram","M","1955-01-19","130000.00","2022-04-20","Sulzbach Taunus","Saarland","Germany","66272"
24877,222,"MandyZhao","F","1953-12-03","80000.00","2023-01-02","Pantin","Seine Saint Denis","France","93500"
24878,210,"SandraWang","F","1953-10-11","90000.00","2022-05-19","Saint Ouen","Somme","France","80610"
24879,170,"DesireeMunoz","F","1953-10-09","90000.00","2022-10-07","Münster","Saarland","Germany","48001"
24880,233,"SummerChandra","F","1953-09-05","110000.00","2022-12-18","Bracknell","England","United Kingdom","RG12 8TB"
24881,268,"TashaAshe","F","1953-08-23","150000.00","2022-06-12","Liverpool","England","United Kingdom","L4 4HB"
24882,189,"MeredithSrini","F","1953-04-26","90000.00","2022-03-11","Roubaix","Nord","France","59100"
24883,166,"StaceyLin","F","1958-03-22","100000.00","2022-01-04","Frankfurt am Main","Saarland","Germany","60061"
24884,12,"MicheleFernandez","F","1981-02-15","60000.00","2022-09-30","North Sydney","New South Wales","Australia","2055"
24885,36,"CoreyXie","M","1981-05-01","60000.00","2023-01-11","Melton","Victoria","Australia","3337"
24886,19,"JoyRomero","F","1980-07-05","60000.00","2022-06-29","Wollongong","New South Wales","Australia","2500"
24887,30,"MicahSun","M","1986-05-01","70000.00","2021-03-01","Perth","South Australia","Australia","6006"
24888,35,"RoySrini","M","1980-07-10","70000.00","2021-03-11","Melbourne","Victoria","Australia","3000"
24889,4,"KelliShe","F","1981-06-18","70000.00","2021-03-29","Goulburn","New South Wales","Australia","2580"
24890,36,"BrendaVan","F","1981-07-09","70000.00","2022-02-07","Melton","Victoria","Australia","3337"
24891,20,"BiancaChen","F","1982-01-12","70000.00","2022-12-08","Brisbane","Queensland","Australia","4000"
24892,20,"ArthurAlvarez","M","1980-10-21","70000.00","2022-12-19","Brisbane","Queensland","Australia","4000"
24893,36,"AlvinChande","M","1979-09-23","60000.00","2022-05-20","Melton","Victoria","Australia","3337"
24894,18,"JaimeJai","M","1985-04-21","70000.00","2022-02-17","Sydney","New South Wales","Australia","1002"
24895,2,"DaltonHenderson","M","1980-05-09","70000.00","2022-03-03","Coffs Harbour","New South Wales","Australia","2450"
24896,27,"KendraRamos","F","1980-10-04","80000.00","2022-11-18","Townsville","Queensland","Australia","4810"
24897,17,"GlennHu","M","1985-07-12","80000.00","2022-07-15","St. Leonards","New South Wales","Australia","2065"
24898,29,"MalloryGomez","F","1985-06-09","80000.00","2022-04-24","Findon","South Australia","Australia","5023"
24899,11,"VincentZhu","M","1978-07-18","80000.00","2022-02-20","North Ryde","New South Wales","Australia","2113"
24900,11,"EbonyPerez","F","1979-08-01","90000.00","2021-04-24","North Ryde","New South Wales","Australia","2113"
24901,10,"ClarenceShe","M","1985-04-21","110000.00","2021-04-19","Newcastle","New South Wales","Australia","2300"
24902,40,"JillMurphy","F","1984-08-02","90000.00","2021-04-04","Warrnambool","Victoria","Australia","3280"
24903,24,"TracyBlack","F","1978-10-07","90000.00","2021-04-23","Hawthorne","Queensland","Australia","4171"
24904,31,"JaclynYuan","F","1984-10-09","90000.00","2021-04-13","Hobart","Tasmania","Australia","7001"
24905,10,"KelseyNara","F","1979-04-21","90000.00","2021-05-02","Newcastle","New South Wales","Australia","2300"
24906,15,"DonnaRaji","F","1977-12-19","80000.00","2022-04-04","Silverwater","New South Wales","Australia","2264"
24907,31,"MeganPrice","F","1979-02-24","100000.00","2021-05-28","Hobart","Tasmania","Australia","7001"
24908,21,"MarcBlanco","M","1983-05-19","90000.00","2021-05-15","Caloundra","Queensland","Australia","4551"
24909,16,"GrantYuan","M","1978-06-11","100000.00","2021-05-26","Springwood","New South Wales","Australia","2777"
24910,15,"TerranceMadan","M","1978-02-10","100000.00","2021-05-07","Silverwater","New South Wales","Australia","2264"
24911,21,"MartinMadan","M","1982-02-14","80000.00","2022-07-31","Caloundra","Queensland","Australia","4551"
24912,34,"KrystalLi","F","1978-05-27","110000.00","2021-06-06","Geelong","Victoria","Australia","3220"
24913,17,"KelseyLal","F","1977-02-10","90000.00","2021-06-07","St. Leonards","New South Wales","Australia","2065"
24914,37,"HeatherZhou","F","1982-12-14","90000.00","2021-06-25","Seaford","Victoria","Australia","3198"
24915,25,"StanleyPatel","M","1982-03-19","100000.00","2021-06-29","Hervey Bay","Queensland","Australia","4655"
24916,24,"KaraPal","F","1976-05-15","90000.00","2021-06-19","Hawthorne","Queensland","Australia","4171"
24917,28,"ArthurGomez","M","1976-01-18","90000.00","2021-06-06","Cloverdale","South Australia","Australia","6105"
24918,38,"WarrenCai","M","1981-02-16","90000.00","2021-06-11","South Melbourne","Victoria","Australia","3205"
24919,23,"CarlShan","M","1976-02-22","100000.00","2021-06-15","Gold Coast","Queensland","Australia","4217"
24920,35,"AmyCai","F","1981-10-22","110000.00","2021-06-08","Melbourne","Victoria","Australia","3000"
24921,11,"CurtisHe","M","1975-12-01","120000.00","2021-07-10","North Ryde","New South Wales","Australia","2113"
24922,31,"NaomiJimenez","F","1975-10-06","120000.00","2021-07-09","Hobart","Tasmania","Australia","7001"
24923,12,"EbonySara","F","1981-03-31","120000.00","2021-06-30","North Sydney","New South Wales","Australia","2055"
24924,31,"RichardAnderson","M","1977-01-14","110000.00","2021-07-08","Hobart","Tasmania","Australia","7001"
24925,307,"ErickPerez","M","1954-05-27","30000.00","2022-12-15","Chula Vista","California","United States","91910"
24926,315,"EricRoberts","M","1959-11-03","30000.00","2022-12-24","Downey","California","United States","90241"
24927,626,"KaitlynHarris","F","1954-01-08","30000.00","2022-04-04","Lynnwood","Washington","United States","98036"
24928,339,"TimothyWright","M","1953-10-07","30000.00","2022-04-13","Mill Valley","California","United States","94941"
24929,633,"LucasBailey","M","1954-03-10","30000.00","2022-06-16","Puyallup","Washington","United States","98371"
24930,338,"AbigailLewis","F","1953-06-09","30000.00","2022-02-12","Los Angeles","California","United States","90012"
24931,642,"BriannaMiller","F","1943-01-30","40000.00","2022-07-07","Tacoma","Washington","United States","98403"
24932,348,"RichardJones","M","1942-09-07","40000.00","2022-05-29","Oakland","California","United States","94611"
24933,301,"ReginaSanchez","F","1948-05-21","50000.00","2022-03-31","Burbank","California","United States","91502"
24934,312,"LindsayTang","F","1942-10-20","50000.00","2022-12-03","Coronado","California","United States","92118"
24935,311,"JamesHayes","M","1943-11-06","60000.00","2022-09-06","Concord","California","United States","94519"
24936,546,"CalebScott","M","1949-05-17","60000.00","2022-11-10","Oregon City","Oregon","United States","97045"
24937,612,"JordanEvans","F","1945-03-20","60000.00","2022-12-03","Burien","Washington","United States","98168"
24938,638,"JuliaMartinez","F","1944-12-20","60000.00","2022-06-28","Sedro Woolley","Washington","United States","98284"
24939,62,"ElizabethBarnes","F","1944-11-02","60000.00","2022-08-18","Royal Oak","British Columbia","Canada","V8X"
24940,311,"FernandoMartin","M","1945-12-24","60000.00","2022-01-28","Concord","California","United States","94519"
24941,547,"WyattGarcia","M","1945-10-22","60000.00","2022-03-22","Portland","Oregon","United States","97205"
24942,299,"StevenJames","M","1946-01-21","60000.00","2022-10-29","Berkeley","California","United States","94704"
24943,612,"DarrellChander","M","1946-01-06","60000.00","2022-11-26","Burien","Washington","United States","98168"
24944,299,"WhitneyGarcia","F","1946-03-11","60000.00","2022-03-30","Berkeley","California","United States","94704"
24945,634,"LoganHarris","M","1951-12-07","60000.00","2022-05-12","Redmond","Washington","United States","98052"
24946,311,"SarahHughes","F","1946-06-10","60000.00","2022-04-21","Concord","California","United States","94519"
24947,53,"AaronPhillips","M","1946-08-05","40000.00","2022-06-02","Metchosin","British Columbia","Canada","V9"
24948,315,"NathanCarter","M","1946-08-29","50000.00","2022-09-23","Downey","California","United States","90241"
24949,623,"DevinHoward","M","1947-05-10","50000.00","2022-10-29","Kirkland","Washington","United States","98033"
24950,374,"StephanieAlexander","F","1947-03-28","50000.00","2022-09-14","Torrance","California","United States","90505"
24951,359,"JeremyWard","M","1949-03-24","60000.00","2022-07-30","San Diego","California","United States","92102"
24952,543,"AmandaLong","F","1949-03-10","60000.00","2022-02-13","Lebanon","Oregon","United States","97355"
24953,637,"AaronGreen","M","1950-04-06","30000.00","2022-06-13","Seattle","Washington","United States","98104"
24954,343,"JonathanLong","M","1952-07-05","40000.00","2022-10-07","National City","California","United States","91950"
24955,307,"DonaldPerez","M","1951-05-05","30000.00","2022-07-07","Chula Vista","California","United States","91910"
24956,298,"ArianaWard","F","1951-02-02","30000.00","2022-07-07","Bellflower","California","United States","90706"
24957,334,"AnnaHoward","F","1950-10-19","30000.00","2022-07-04","Lakewood","California","United States","90712"
24958,310,"TamaraXu","F","1951-12-02","40000.00","2022-11-17","Colma","California","United States","94014"
24959,299,"KristyBlanco","F","1952-04-15","70000.00","2022-04-16","Berkeley","California","United States","94704"
24960,49,"BriannaGray","F","1951-08-08","70000.00","2021-01-18","Cliffside","British Columbia","Canada","V8Y 1L1"
24961,644,"AlexandraBennett","F","1952-12-29","40000.00","2022-07-04","Walla Walla","Washington","United States","99362"
24962,626,"JonathanJai","M","1953-04-24","40000.00","2022-07-22","Lynnwood","Washington","United States","98036"
24963,300,"EricaZhao","F","1952-10-15","40000.00","2022-04-21","Beverly Hills","California","United States","90210"
24964,614,"SamanthaAnderson","F","1953-01-16","40000.00","2023-01-17","Edmonds","Washington","United States","98020"
24965,641,"JustinHayes","M","1953-04-26","40000.00","2022-06-22","Spokane","Washington","United States","99202"
24966,631,"JadeCooper","F","1952-07-08","70000.00","2022-04-20","Olympia","Washington","United States","98501"
24967,51,"JasmineReed","F","1953-08-17","40000.00","2022-12-30","Langford","British Columbia","Canada","V9"
24968,547,"DaltonMoore","M","1953-08-17","60000.00","2022-06-27","Portland","Oregon","United States","97205"
24969,633,"VanessaGonzales","F","1959-09-23","60000.00","2022-02-24","Puyallup","Washington","United States","98371"
24970,548,"BlakeWright","M","1953-10-16","60000.00","2022-06-15","Salem","Oregon","United States","97301"
24971,302,"BrittneyLin","F","1959-08-18","60000.00","2022-10-31","Burlingame","California","United States","94010"
24972,322,"EdwardGarcia","M","1959-09-23","60000.00","2022-11-03","Fremont","California","United States","94536"
24973,337,"AriannaRivera","F","1953-08-12","60000.00","2022-06-04","Long Beach","California","United States","90802"
24974,337,"EduardoCarter","M","1953-11-29","60000.00","2022-09-08","Long Beach","California","United States","90802"
24975,65,"JuliaJames","F","1960-08-04","60000.00","2022-10-18","Shawnee","British Columbia","Canada","V9B 5T2"
24976,64,"StephanieCooper","F","1955-01-14","60000.00","2021-01-02","Shawnee","British Columbia","Canada","V9B 2C3"
24977,69,"SophiaGreen","F","1955-01-09","60000.00","2021-01-11","Victoria","British Columbia","Canada","V8V"
24978,611,"KayleeStewart","F","1960-09-11","60000.00","2022-07-14","Bremerton","Washington","United States","98312"
24979,614,"JadaAdams","F","1954-12-04","60000.00","2022-11-11","Edmonds","Washington","United States","98020"
24980,336,"SavannahPhillips","F","1954-12-29","60000.00","2022-06-04","Lincoln Acres","California","United States","91950"
24981,633,"JoseDavis","M","1955-11-03","60000.00","2022-09-13","Puyallup","Washington","United States","98371"
24982,301,"DevinKing","M","1961-10-13","60000.00","2022-04-28","Burbank","California","United States","91502"
24983,343,"MorganGriffin","F","1956-02-18","70000.00","2022-10-30","National City","California","United States","91950"
24984,347,"WilliamMoore","M","1955-08-30","70000.00","2022-08-02","Novato","California","United States","94947"
24985,374,"JennaPhillips","F","1955-12-02","80000.00","2022-09-06","Torrance","California","United States","90505"
24986,59,"IsabelleGriffin","F","1957-06-10","60000.00","2022-11-02","Oak Bay","British Columbia","Canada","V8P"
24987,301,"KristopherChandra","M","1956-10-15","60000.00","2022-11-12","Burbank","California","United States","91502"
24988,368,"KaylaDiaz","F","1956-10-07","70000.00","2022-04-04","Santa Cruz","California","United States","95062"
24989,546,"AriannaPeterson","F","1958-02-03","70000.00","2022-02-03","Oregon City","Oregon","United States","97045"
24990,368,"TimothyCollins","M","1958-05-19","70000.00","2022-04-25","Santa Cruz","California","United States","95062"
24991,618,"LukeBryant","M","1957-11-04","70000.00","2022-04-13","Issaquah","Washington","United States","98027"
24992,307,"FaithBryant","F","1963-03-09","70000.00","2022-06-05","Chula Vista","California","United States","91910"
24993,310,"MarvinOrtega","M","1963-03-19","70000.00","2022-12-09","Colma","California","United States","94014"
24994,358,"LaurenSanders","F","1969-12-17","60000.00","2022-01-28","San Carlos","California","United States","94070"
24995,69,"MelissaPeterson","F","1959-05-19","60000.00","2022-03-21","Victoria","British Columbia","Canada","V8V"
24996,300,"DylanMiller","M","1958-09-04","60000.00","2022-10-31","Beverly Hills","California","United States","90210"
24997,302,"MelvinKumar","M","1959-03-31","60000.00","2022-12-19","Burlingame","California","United States","94010"
24998,302,"OliviaMartinez","F","1973-10-12","130000.00","2022-04-02","Burlingame","California","United States","94010"
24999,307,"ShaunJai","M","1973-10-23","150000.00","2022-09-18","Chula Vista","California","United States","91910"
25000,637,"AllisonTurner","F","1985-04-16","40000.00","2022-12-13","Seattle","Washington","United States","98104"
25001,18,"ClaytonXu","M","1955-02-22","20000.00","2022-07-07","Sydney","New South Wales","Australia","1002"
25002,50,"LoganEdwards","M","1984-04-10","40000.00","2022-07-02","Haney","British Columbia","Canada","V2W 1W2"
25003,609,"TristanRussell","M","1984-04-15","30000.00","2022-06-16","Bellingham","Washington","United States","98225"
25004,611,"SamuelThomas","M","1983-08-14","30000.00","2023-01-21","Bremerton","Washington","United States","98312"
25005,543,"BriannaWilliams","F","1984-02-13","30000.00","2022-03-30","Lebanon","Oregon","United States","97355"
25006,648,"BaileyMurphy","F","1983-08-19","30000.00","2022-06-29","Yakima","Washington","United States","98901"
25007,299,"AlyssaSanders","F","1984-03-01","30000.00","2022-04-25","Berkeley","California","United States","94704"
25008,314,"HaleyPerry","F","1983-11-17","60000.00","2022-12-19","Daly City","California","United States","94015"
25009,21,"NatashaAlonso","F","1950-09-03","10000.00","2022-10-08","Caloundra","Queensland","Australia","4551"
25010,23,"MistyKumar","F","1951-10-30","30000.00","2021-07-17","Gold Coast","Queensland","Australia","4217"
25011,13,"TaylorWhite","F","1953-02-03","30000.00","2021-07-20","Port Macquarie","New South Wales","Australia","2444"
25012,2,"CraigMartin","M","1954-03-19","10000.00","2022-04-13","Coffs Harbour","New South Wales","Australia","2450"
25013,25,"MitchellStone","M","1954-01-16","10000.00","2022-11-10","Hervey Bay","Queensland","Australia","4655"
25014,336,"JuanReed","M","1984-02-13","60000.00","2022-12-10","Lincoln Acres","California","United States","91950"
25015,352,"JacquelineRogers","F","1984-02-04","70000.00","2022-04-07","Palo Alto","California","United States","94303"
25016,59,"ElijahWashington","M","1982-10-26","40000.00","2022-07-25","Oak Bay","British Columbia","Canada","V8P"
25017,6,"CristinaXu","F","1953-11-21","10000.00","2022-08-26","Lavender Bay","New South Wales","Australia","2060"
25018,352,"LucasRobinson","M","1982-08-04","70000.00","2022-05-30","Palo Alto","California","United States","94303"
25019,24,"MistyShen","F","1956-04-17","10000.00","2022-11-22","Hawthorne","Queensland","Australia","4171"
25020,17,"WalterRomero","M","1955-07-07","20000.00","2021-07-29","St. Leonards","New South Wales","Australia","2065"
25021,2,"EdwinSharma","M","1955-08-04","20000.00","2021-08-05","Coffs Harbour","New South Wales","Australia","2450"
25022,18,"PatriciaPerez","F","1962-09-09","20000.00","2021-08-14","Sydney","New South Wales","Australia","1002"
25023,301,"CarolynSanz","F","1985-09-07","40000.00","2022-04-17","Burbank","California","United States","91502"
25024,307,"BradPritchett","M","1985-11-30","40000.00","2022-08-11","Chula Vista","California","United States","91910"
25025,372,"SpencerBryant","M","1985-06-17","70000.00","2022-04-04","Spring Valley","California","United States","91977"
25026,24,"MitchellAndersen","M","1957-11-03","20000.00","2022-02-27","Hawthorne","Queensland","Australia","4171"
25027,9,"MeredithMehta","F","1958-07-15","40000.00","2023-01-07","Milsons Point","New South Wales","Australia","2061"
25028,10,"BrendaGonzalez","F","1964-03-22","40000.00","2023-01-06","Newcastle","New South Wales","Australia","2300"
25029,13,"AlbertoHernandez","M","1958-10-12","40000.00","2021-08-06","Port Macquarie","New South Wales","Australia","2444"
25030,28,"JessieRomero","F","1958-12-24","40000.00","2021-08-20","Cloverdale","South Australia","Australia","6105"
25031,16,"KristinaMalhotra","F","1960-05-26","40000.00","2022-05-02","Springwood","New South Wales","Australia","2777"
25032,18,"MeredithRana","F","1965-01-13","40000.00","2021-08-20","Sydney","New South Wales","Australia","1002"
